Math,Physics,Chemistry,Grade,Total_Score,Average_Score,Max_Score,Min_Score,Score_Range,Score_Std,Pass_Fail,Is_Above_Average,Math_Level,Physics_Level,Chemistry_Level
28,21,20,F,69,23.0,28,20,8,4.358898943540674,0,0,Low,Low,Low
25,13,66,D,104,34.666666666666664,66,13,53,27.790885796126275,1,0,Low,Low,Medium
28,50,48,D,126,42.0,50,28,22,12.165525060596439,1,0,Low,Medium,Medium
38,79,91,B,208,69.33333333333333,91,38,53,27.790885796126275,1,1,Low,High,High
10,75,27,D,112,37.333333333333336,75,10,65,33.70954365359064,1,0,Low,High,Low
38,52,73,C,163,54.333333333333336,73,38,35,17.61628034896508,1,0,Low,Medium,High
66,36,72,C,174,58.0,72,36,36,19.28730152198591,1,1,Medium,Low,High
50,98,99,A,247,82.33333333333333,99,50,49,28.00595174839329,1,1,Medium,High,High
36,24,34,F,94,31.333333333333332,36,24,12,6.429100507328636,0,0,Low,Low,Low
46,37,76,C,159,53.0,76,37,39,20.42057785666214,1,0,Medium,Low,High
19,71,79,C,169,56.333333333333336,79,19,60,32.578111260988315,1,1,Low,High,High
64,46,52,C,162,54.0,64,46,18,9.16515138991168,1,0,Medium,Medium,Medium
38,54,61,C,153,51.0,61,38,23,11.789826122551595,1,0,Low,Medium,Medium
85,64,20,C,169,56.333333333333336,85,20,65,33.17127271199182,1,1,High,Medium,Low
19,14,99,D,132,44.0,99,14,85,47.69696007084728,1,0,Low,Low,High
92,67,53,B,212,70.66666666666667,92,53,39,19.75685535031659,1,1,High,Medium,Medium
11,19,37,F,67,22.333333333333332,37,11,26,13.316656236958787,0,0,Low,Low,Low
82,31,17,D,130,43.333333333333336,82,17,65,34.21013495052794,1,0,High,Low,Low
65,17,87,C,169,56.333333333333336,87,17,70,35.7957166897568,1,1,Medium,Low,High
98,76,59,B+,233,77.66666666666667,98,59,39,19.55334583474995,1,1,High,High,Medium
78,42,60,C,180,60.0,78,42,36,18.0,1,1,High,Medium,Medium
42,19,37,F,98,32.666666666666664,42,19,23,12.096831541082702,0,0,Medium,Low,Low
67,79,56,B,202,67.33333333333333,79,56,23,11.503622617824933,1,1,Medium,High,Medium
52,49,20,D,121,40.333333333333336,52,20,32,17.67295485574875,1,0,Medium,Medium,Low
21,53,79,C,153,51.0,79,21,58,29.0516780926679,1,0,Low,Medium,High
78,34,94,B,206,68.66666666666667,94,34,60,31.069813860616115,1,1,High,Low,High
91,72,33,B,196,65.33333333333333,91,33,58,29.56912804486012,1,1,High,High,Low
87,64,98,A,249,83.0,98,64,34,17.349351572897472,1,1,High,Medium,High
98,17,45,C,160,53.333333333333336,98,17,81,41.137979208188305,1,0,High,Low,Medium
27,73,19,D,119,39.666666666666664,73,19,54,29.143323992525858,1,0,Low,High,Low
65,35,13,D,113,37.666666666666664,65,13,52,26.102362600602522,1,0,Medium,Low,Low
98,93,63,A,254,84.66666666666667,98,63,35,18.929694486000912,1,1,High,High,Medium
50,25,39,D,114,38.0,50,25,25,12.529964086141668,1,0,Medium,Low,Low
49,55,10,D,114,38.0,55,10,45,24.43358344574123,1,0,Medium,Medium,Low
72,76,82,B+,230,76.66666666666667,82,72,10,5.033222956847166,1,1,High,High,High
16,16,77,D,109,36.333333333333336,77,16,61,35.21836642056717,1,0,Low,Low,High
43,40,91,C,174,58.0,91,40,51,28.61817604250837,1,1,Medium,Low,High
60,64,60,B,184,61.333333333333336,64,60,4,2.309401076758503,1,1,Medium,Medium,Medium
57,51,86,B,194,64.66666666666667,86,51,35,18.717193521821944,1,1,Medium,Medium,High
77,53,92,B+,222,74.0,92,53,39,19.672315572906,1,1,High,Medium,High
29,60,57,D,146,48.666666666666664,60,29,31,17.09775813764288,1,0,Low,Medium,Medium
76,48,20,D,144,48.0,76,20,56,28.0,1,0,High,Medium,Low
79,46,39,C,164,54.666666666666664,79,39,40,21.361959960016154,1,0,High,Medium,Low
31,42,17,F,90,30.0,42,17,25,12.529964086141668,0,0,Low,Medium,Low
65,10,27,D,102,34.0,65,10,55,28.160255680657446,1,0,Medium,Low,Low
91,16,100,B,207,69.0,100,16,84,46.119410230400824,1,1,High,Low,High
35,16,53,D,104,34.666666666666664,53,16,37,18.502252115170556,1,0,Low,Low,Medium
28,66,38,D,132,44.0,66,28,38,19.697715603592208,1,0,Low,Medium,Low
55,37,28,D,120,40.0,55,28,27,13.74772708486752,1,0,Medium,Low,Low
88,53,67,B,208,69.33333333333333,88,53,35,17.61628034896508,1,1,High,Medium,Medium
18,39,67,D,124,41.333333333333336,67,18,49,24.583192089989723,1,0,Low,Low,Medium
100,89,70,A,259,86.33333333333333,100,70,30,15.17673658377628,1,1,High,High,Medium
43,19,77,D,139,46.333333333333336,77,19,58,29.143323992525858,1,0,Medium,Low,High
21,88,98,B,207,69.0,98,21,77,41.86884283091664,1,1,Low,High,High
43,33,99,C,175,58.333333333333336,99,33,66,35.5715241918776,1,1,Medium,Low,High
80,57,26,C,163,54.333333333333336,80,26,54,27.098585448936873,1,0,High,Medium,Low
33,49,64,D,146,48.666666666666664,64,33,31,15.50268793897798,1,0,Low,Medium,Medium
60,80,89,B+,229,76.33333333333333,89,60,29,14.843629385474879,1,1,Medium,High,High
71,32,90,B,193,64.33333333333333,90,32,58,29.569128044860122,1,1,High,Low,High
69,37,67,C,173,57.666666666666664,69,37,32,17.925772879665004,1,1,Medium,Low,Medium
58,68,15,D,141,47.0,68,15,53,28.160255680657446,1,0,Medium,Medium,Low
11,39,11,F,61,20.333333333333332,39,11,28,16.165807537309522,0,0,Low,Low,Low
17,57,37,D,111,37.0,57,17,40,20.0,1,0,Low,Medium,Low
98,31,35,C,164,54.666666666666664,98,31,67,37.58102358017053,1,0,High,Low,Low
76,82,80,B+,238,79.33333333333333,82,76,6,3.055050463303893,1,1,High,High,High
75,39,12,D,126,42.0,75,12,63,31.606961258558215,1,0,High,Low,Low
56,16,73,D,145,48.333333333333336,73,16,57,29.26317367158479,1,0,Medium,Low,High
28,39,40,D,107,35.666666666666664,40,28,12,6.658328118479393,1,0,Low,Low,Low
42,21,83,D,146,48.666666666666664,83,21,62,31.533051443419385,1,0,Medium,Low,High
87,15,56,C,158,52.666666666666664,87,15,72,36.11555528208494,1,0,High,Low,Medium
36,70,29,D,135,45.0,70,29,41,21.93171219946131,1,0,Low,Medium,Low
62,74,60,B,196,65.33333333333333,74,60,14,7.571877794400366,1,1,Medium,High,Medium
67,93,63,B+,223,74.33333333333333,93,63,30,16.289055630494158,1,1,Medium,High,Medium
64,45,27,D,136,45.333333333333336,64,27,37,18.502252115170556,1,0,Medium,Medium,Low
59,24,60,D,143,47.666666666666664,60,24,36,20.502032419575706,1,0,Medium,Low,Medium
47,51,47,D,145,48.333333333333336,51,47,4,2.309401076758503,1,0,Medium,Medium,Medium
47,67,95,B,209,69.66666666666667,95,47,48,24.11085509336683,1,1,Medium,Medium,High
54,87,17,C,158,52.666666666666664,87,17,70,35.019042438840806,1,0,Medium,High,Low
21,62,72,C,155,51.666666666666664,72,21,51,27.024680078279065,1,0,Low,Medium,High
39,98,58,B,195,65.0,98,39,59,30.116440692751194,1,1,Low,High,Medium
98,91,11,B,200,66.66666666666667,98,11,87,48.33563212924119,1,1,High,High,Low
86,71,82,B+,239,79.66666666666667,86,71,15,7.76745346515403,1,1,High,High,High
72,74,57,B,203,67.66666666666667,74,57,17,9.29157324317757,1,1,High,High,Medium
71,31,86,B,188,62.666666666666664,86,31,55,28.431203515386635,1,1,High,Low,High
38,94,84,B+,216,72.0,94,38,56,29.866369046136157,1,1,Low,High,High
39,90,11,D,140,46.666666666666664,90,11,79,40.05413004090007,1,0,Low,High,Low
29,79,29,D,137,45.666666666666664,79,29,50,28.86751345948129,1,0,Low,High,Low
53,60,84,B,197,65.66666666666667,84,53,31,16.258331197676263,1,1,Medium,Medium,High
66,91,68,B+,225,75.0,91,66,25,13.892443989449804,1,1,Medium,High,Medium
79,85,59,B+,223,74.33333333333333,85,59,26,13.613718571108091,1,1,High,High,Medium
74,86,91,A,251,83.66666666666667,91,74,17,8.736894948054106,1,1,High,High,High
30,61,36,D,127,42.333333333333336,61,30,31,16.441816606851365,1,0,Low,Medium,Low
78,16,57,D,151,50.333333333333336,78,16,62,31.533051443419385,1,0,High,Low,Medium
79,46,84,B,209,69.66666666666667,84,46,38,20.64784088793144,1,1,High,Medium,High
32,50,53,D,135,45.0,53,32,21,11.357816691600547,1,0,Low,Medium,Medium
10,67,56,D,133,44.333333333333336,67,10,57,30.23794525647094,1,0,Low,Medium,Medium
92,55,48,B,195,65.0,92,48,44,23.643180835073778,1,1,High,Medium,Medium
25,61,33,D,119,39.666666666666664,61,25,36,18.90326250501043,1,0,Low,Medium,Low
62,13,61,D,136,45.333333333333336,62,13,49,28.00595174839329,1,0,Medium,Low,Medium
20,16,37,F,73,24.333333333333332,37,16,21,11.150485789118488,0,0,Low,Low,Low
28,40,38,D,106,35.333333333333336,40,28,12,6.429100507328637,1,0,Low,Low,Low
70,76,21,C,167,55.666666666666664,76,21,55,30.171730698342998,1,1,Medium,High,Low
60,55,58,C,173,57.666666666666664,60,55,5,2.516611478423583,1,1,Medium,Medium,Medium
88,98,32,B+,218,72.66666666666667,98,32,66,35.5715241918776,1,1,High,High,Low
51,36,47,D,134,44.666666666666664,51,36,15,7.767453465154029,1,0,Medium,Low,Medium
31,12,89,D,132,44.0,89,12,77,40.11234224026316,1,0,Low,Low,High
99,68,43,B,210,70.0,99,43,56,28.053520278211074,1,1,High,Medium,Medium
14,11,68,F,93,31.0,68,11,57,32.07802986469088,0,0,Low,Low,Medium
32,82,92,B,206,68.66666666666667,92,32,60,32.145502536643185,1,1,Low,High,High
73,97,68,B+,238,79.33333333333333,97,68,29,15.50268793897798,1,1,High,High,Medium
45,47,96,B,188,62.666666666666664,96,45,51,28.88482877451991,1,1,Medium,Medium,High
25,62,54,D,141,47.0,62,25,37,19.467922333931785,1,0,Low,Medium,Medium
46,100,80,B+,226,75.33333333333333,100,46,54,27.30079363925769,1,1,Medium,High,High
90,55,91,B+,236,78.66666666666667,91,55,36,20.502032419575706,1,1,High,Medium,High
85,43,82,B,210,70.0,85,43,42,23.430749027719962,1,1,High,Medium,High
99,85,48,B+,232,77.33333333333333,99,48,51,26.350205565295564,1,1,High,High,Medium
18,77,26,D,121,40.333333333333336,77,18,59,32.00520790954705,1,0,Low,High,Low
75,84,94,A,253,84.33333333333333,94,75,19,9.50438495292217,1,1,High,High,High
68,77,59,B,204,68.0,77,59,18,9.0,1,1,Medium,High,Medium
16,56,17,F,89,29.666666666666668,56,16,40,22.810816147900834,0,0,Low,Medium,Low
36,53,97,B,186,62.0,97,36,61,31.480152477394387,1,1,Low,Medium,High
39,33,45,D,117,39.0,45,33,12,6.0,1,0,Low,Low,Medium
57,86,62,B,205,68.33333333333333,86,57,29,15.50268793897798,1,1,Medium,High,Medium
39,23,27,F,89,29.666666666666668,39,23,16,8.32666399786453,0,0,Low,Low,Low
65,61,92,B+,218,72.66666666666667,92,61,31,16.862186493255653,1,1,Medium,Medium,High
90,57,34,C,181,60.333333333333336,90,34,56,28.148416178061126,1,1,High,Medium,Low
67,99,94,A,260,86.66666666666667,99,67,32,17.21433511156714,1,1,Medium,High,High
11,55,25,F,91,30.333333333333332,55,11,44,22.479620400116488,0,0,Low,Medium,Low
31,100,81,B,212,70.66666666666667,100,31,69,35.64173583501978,1,1,Low,High,High
58,32,73,C,163,54.333333333333336,73,32,41,20.744477176668813,1,0,Medium,Low,High
79,23,47,D,149,49.666666666666664,79,23,56,28.095076674273972,1,0,High,Low,Medium
22,40,13,F,75,25.0,40,13,27,13.74772708486752,0,0,Low,Low,Low
84,19,42,D,145,48.333333333333336,84,19,65,32.95957119462165,1,0,High,Low,Medium
89,43,98,B+,230,76.66666666666667,98,43,55,29.501412395567325,1,1,High,Medium,High
74,51,49,C,174,58.0,74,49,25,13.892443989449804,1,1,High,Medium,Medium
88,63,64,B+,215,71.66666666666667,88,63,25,14.153915830374762,1,1,High,Medium,Medium
97,39,20,C,156,52.0,97,20,77,40.11234224026316,1,0,High,Low,Low
52,31,11,F,94,31.333333333333332,52,11,41,20.502032419575706,0,0,Medium,Low,Low
72,98,74,A,244,81.33333333333333,98,72,26,14.46835627614047,1,1,High,High,High
34,19,77,D,130,43.333333333333336,77,19,58,30.105370506494907,1,0,Low,Low,High
93,92,67,A,252,84.0,93,67,26,14.730919862656235,1,1,High,High,Medium
62,95,81,B+,238,79.33333333333333,95,62,33,16.56301099840646,1,1,Medium,High,High
68,22,71,C,161,53.666666666666664,71,22,49,27.465129406819358,1,0,Medium,Low,High
39,98,58,B,195,65.0,98,39,59,30.116440692751194,1,1,Low,High,Medium
88,37,50,C,175,58.333333333333336,88,37,51,26.501572280401277,1,1,High,Low,Medium
62,44,87,B,193,64.33333333333333,87,44,43,21.594752448994022,1,1,Medium,Medium,High
56,94,63,B+,213,71.0,94,56,38,20.223748416156685,1,1,Medium,High,Medium
54,79,82,B+,215,71.66666666666667,82,54,28,15.37313674346694,1,1,Medium,High,High
72,66,54,B,192,64.0,72,54,18,9.16515138991168,1,1,High,Medium,Medium
38,18,30,F,86,28.666666666666668,38,18,20,10.066445913694333,0,0,Low,Low,Low
31,62,77,C,170,56.666666666666664,77,31,46,23.45918441321721,1,1,Low,Medium,High
24,40,33,F,97,32.333333333333336,40,24,16,8.020806277010642,0,0,Low,Low,Low
16,89,84,B,189,63.0,89,16,73,40.779897008207364,1,1,Low,High,High
43,21,74,D,138,46.0,74,21,53,26.627053911388696,1,0,Medium,Low,High
32,46,64,D,142,47.333333333333336,64,32,32,16.041612554021285,1,0,Low,Medium,Medium
72,47,45,C,164,54.666666666666664,72,45,27,15.044378795195678,1,0,High,Medium,Medium
67,77,43,B,187,62.333333333333336,77,43,34,17.47378989610821,1,1,Medium,High,Medium
99,91,76,A,266,88.66666666666667,99,76,23,11.67618659209133,1,1,High,High,High
37,51,24,D,112,37.333333333333336,51,24,27,13.503086067019394,1,0,Low,Medium,Low
93,82,88,A,263,87.66666666666667,93,82,11,5.507570547286102,1,1,High,High,High
88,17,55,C,160,53.333333333333336,88,17,71,35.529330606322056,1,0,High,Low,Medium
92,46,37,C,175,58.333333333333336,92,37,55,29.50141239556732,1,1,High,Medium,Low
49,24,33,D,106,35.333333333333336,49,24,25,12.662279942148386,1,0,Medium,Low,Low
95,100,72,A,267,89.0,100,72,28,14.933184523068078,1,1,High,High,High
93,16,10,D,119,39.666666666666664,93,10,83,46.285346853332896,1,0,High,Low,Low
92,100,60,A,252,84.0,100,60,40,21.166010488516726,1,1,High,High,Medium
69,11,28,D,108,36.0,69,11,58,29.816103031751148,1,0,Medium,Low,Low
53,59,53,C,165,55.0,59,53,6,3.4641016151377544,1,1,Medium,Medium,Medium
100,24,92,B+,216,72.0,100,24,76,41.7612260356422,1,1,High,Low,High
88,59,72,B+,219,73.0,88,59,29,14.52583904633395,1,1,High,Medium,High
86,12,59,C,157,52.333333333333336,86,12,74,37.4477413649119,1,0,High,Low,Medium
21,25,32,F,78,26.0,32,21,11,5.5677643628300215,0,0,Low,Low,Low
36,88,61,B,185,61.666666666666664,88,36,52,26.006409466386035,1,1,Low,High,Medium
44,91,22,C,157,52.333333333333336,91,22,69,35.24674925909244,1,0,Medium,High,Low
69,80,33,C,182,60.666666666666664,80,33,47,24.583192089989726,1,1,Medium,High,Low
35,66,71,C,172,57.333333333333336,71,35,36,19.5021366350801,1,1,Low,Medium,High
30,71,75,C,176,58.666666666666664,75,30,45,24.90649179096352,1,1,Low,High,High
81,54,94,B+,229,76.33333333333333,94,54,40,20.404247923737184,1,1,High,Medium,High
28,90,43,C,161,53.666666666666664,90,28,62,32.34707611722168,1,0,Low,High,Medium
49,46,50,D,145,48.333333333333336,50,46,4,2.0816659994661326,1,0,Medium,Medium,Medium
57,16,47,D,120,40.0,57,16,41,21.37755832643195,1,0,Medium,Low,Medium
55,92,38,B,185,61.666666666666664,92,38,54,27.610384519838423,1,1,Medium,High,Low
27,52,37,D,116,38.666666666666664,52,27,25,12.583057392117917,1,0,Low,Medium,Low
99,72,40,B,211,70.33333333333333,99,40,59,29.535289626704753,1,1,High,High,Low
45,91,62,B,198,66.0,91,45,46,23.259406699226016,1,1,Medium,High,Medium
19,13,94,D,126,42.0,94,13,81,45.13313638558703,1,0,Low,Low,High
82,82,59,B+,223,74.33333333333333,82,59,23,13.279056191361393,1,1,High,High,Medium
49,51,92,B,192,64.0,92,49,43,24.269322199023193,1,1,Medium,Medium,High
27,28,82,D,137,45.666666666666664,82,27,55,31.46956201368766,1,0,Low,Low,High
22,90,45,C,157,52.333333333333336,90,22,68,34.58805188693537,1,0,Low,High,Medium
65,31,46,D,142,47.333333333333336,65,31,34,17.039170558842745,1,0,Medium,Low,Medium
71,15,86,C,172,57.333333333333336,86,15,71,37.421027956662726,1,1,High,Low,High
14,26,56,F,96,32.0,56,14,42,21.633307652783937,0,0,Low,Low,Medium
36,96,38,C,170,56.666666666666664,96,36,60,34.07834111768549,1,1,Low,High,Low
32,18,86,D,136,45.333333333333336,86,18,68,35.90728802532062,1,0,Low,Low,High
98,84,64,A,246,82.0,98,64,34,17.08800749063506,1,1,High,High,Medium
15,98,52,C,165,55.0,98,15,83,41.58124577258358,1,1,Low,High,Medium
35,79,96,B,210,70.0,96,35,61,31.480152477394387,1,1,Low,High,High
19,82,78,C,179,59.666666666666664,82,19,63,35.27510926040249,1,1,Low,High,High
36,80,60,C,176,58.666666666666664,80,36,44,22.03028218914441,1,1,Low,High,Medium
60,77,65,B,202,67.33333333333333,77,60,17,8.736894948054106,1,1,Medium,High,Medium
16,76,29,D,121,40.333333333333336,76,16,60,31.564748269760262,1,0,Low,High,Low
24,36,52,D,112,37.333333333333336,52,24,28,14.047538337136984,1,0,Low,Low,Medium
11,71,79,C,161,53.666666666666664,79,11,68,37.16629297271027,1,0,Low,High,High
28,74,60,C,162,54.0,74,28,46,23.57965224510319,1,0,Low,High,Medium
43,78,11,D,132,44.0,78,11,67,33.51119216023208,1,0,Medium,High,Low
58,61,14,D,133,44.333333333333336,61,14,47,26.312227829154512,1,0,Medium,Medium,Low
62,32,65,C,159,53.0,65,32,33,18.24828759089466,1,0,Medium,Low,Medium
86,55,22,C,163,54.333333333333336,86,22,64,32.00520790954705,1,0,High,Medium,Low
51,38,96,B,185,61.666666666666664,96,38,58,30.43572462310259,1,1,Medium,Low,High
19,57,59,D,135,45.0,59,19,40,22.538855339169288,1,0,Low,Medium,Medium
43,56,10,D,109,36.333333333333336,56,10,46,23.71356854910988,1,0,Medium,Medium,Low
49,95,55,B,199,66.33333333333333,95,49,46,25.006665778014735,1,1,Medium,High,Medium
14,31,90,D,135,45.0,90,14,76,39.88734135035826,1,0,Low,Low,High
61,80,59,B,200,66.66666666666667,80,59,21,11.590225767142474,1,1,Medium,High,Medium
46,35,16,F,97,32.333333333333336,46,16,30,15.17673658377628,0,0,Medium,Low,Low
95,84,16,B,195,65.0,95,16,79,42.790185790669334,1,1,High,High,Low
59,31,79,C,169,56.333333333333336,79,31,48,24.110855093366833,1,1,Medium,Low,High
42,88,28,C,158,52.666666666666664,88,28,60,31.390019645316144,1,0,Medium,High,Low
38,40,39,D,117,39.0,40,38,2,1.0,1,0,Low,Low,Low
100,91,80,A,271,90.33333333333333,100,80,20,10.016652800877813,1,1,High,High,High
64,64,48,C,176,58.666666666666664,64,48,16,9.237604307034013,1,1,Medium,Medium,Medium
46,96,78,B+,220,73.33333333333333,96,46,50,25.32455988429677,1,1,Medium,High,High
65,14,25,D,104,34.666666666666664,65,14,51,26.839026311200882,1,0,Medium,Low,Low
85,12,38,D,135,45.0,85,12,73,37.0,1,0,High,Low,Low
100,46,68,B+,214,71.33333333333333,100,46,54,27.15388247255507,1,1,High,Medium,Medium
26,41,88,C,155,51.666666666666664,88,26,62,32.34707611722168,1,0,Low,Medium,High
84,49,97,B+,230,76.66666666666667,97,49,48,24.826061575153908,1,1,High,Medium,High
21,59,50,D,130,43.333333333333336,59,21,38,19.85782801147531,1,0,Low,Medium,Medium
99,98,84,A+,281,93.66666666666667,99,84,15,8.386497083606084,1,1,High,High,High
64,59,73,B,196,65.33333333333333,73,59,14,7.094598884597588,1,1,Medium,Medium,High
30,15,86,D,131,43.666666666666664,86,15,71,37.421027956662726,1,0,Low,Low,High
16,39,63,D,118,39.333333333333336,63,16,47,23.501772982763093,1,0,Low,Low,Medium
23,34,13,F,70,23.333333333333332,34,13,21,10.503967504392488,0,0,Low,Low,Low
82,14,10,D,106,35.333333333333336,82,10,72,40.463975747982715,1,0,High,Low,Low
91,34,92,B+,217,72.33333333333333,92,34,58,33.201405592735576,1,1,High,Low,High
76,47,65,B,188,62.666666666666664,76,47,29,14.6401275039985,1,1,High,Medium,Medium
51,28,14,F,93,31.0,51,14,37,18.681541692269406,0,0,Medium,Low,Low
76,55,17,D,148,49.333333333333336,76,17,59,29.90540642314251,1,0,High,Medium,Low
62,80,79,B+,221,73.66666666666667,80,62,18,10.115993936995679,1,1,Medium,High,High
45,28,78,D,151,50.333333333333336,78,28,50,25.423086620891127,1,0,Medium,Low,High
46,17,65,D,128,42.666666666666664,65,17,48,24.172987679087857,1,0,Medium,Low,Medium
36,58,69,C,163,54.333333333333336,69,36,33,16.802777548171413,1,0,Low,Medium,Medium
87,36,36,C,159,53.0,87,36,51,29.444863728670914,1,0,High,Low,Low
72,70,12,C,154,51.333333333333336,72,12,60,34.07834111768549,1,0,High,Medium,Low
15,92,87,B,194,64.66666666666667,92,15,77,43.08518693627003,1,1,Low,High,High
67,13,79,C,159,53.0,79,13,66,35.156791662493895,1,0,Medium,Low,High
74,41,63,C,178,59.333333333333336,74,41,33,16.802777548171413,1,1,High,Medium,Medium
18,28,30,F,76,25.333333333333332,30,18,12,6.429100507328636,0,0,Low,Low,Low
63,86,70,B+,219,73.0,86,63,23,11.789826122551595,1,1,Medium,High,Medium
42,42,48,D,132,44.0,48,42,6,3.4641016151377544,1,0,Medium,Medium,Medium
15,100,92,B,207,69.0,100,15,85,46.93612681080534,1,1,Low,High,High
78,27,24,D,129,43.0,78,24,54,30.347981810987037,1,0,High,Low,Low
27,96,42,C,165,55.0,96,27,69,36.29049462324811,1,1,Low,High,Medium
17,72,44,D,133,44.333333333333336,72,17,55,27.501515109777742,1,0,Low,High,Medium
71,99,42,B,212,70.66666666666667,99,42,57,28.5014619508076,1,1,High,High,Medium
97,16,41,C,154,51.333333333333336,97,16,81,41.47690120215508,1,0,High,Low,Medium
72,42,18,D,132,44.0,72,18,54,27.055498516937366,1,0,High,Medium,Low
74,30,51,C,155,51.666666666666664,74,30,44,22.00757445365875,1,0,High,Low,Medium
16,57,82,C,155,51.666666666666664,82,16,66,33.321664624285106,1,0,Low,Medium,High
73,94,39,B,206,68.66666666666667,94,39,55,27.75487945088815,1,1,High,High,Low
11,57,23,F,91,30.333333333333332,57,11,46,23.86070689089771,0,0,Low,Medium,Low
65,45,52,C,162,54.0,65,45,20,10.14889156509222,1,0,Medium,Medium,Medium
57,15,68,D,140,46.666666666666664,68,15,53,27.970222261064233,1,0,Medium,Low,Medium
17,14,63,F,94,31.333333333333332,63,14,49,27.465129406819354,0,0,Low,Low,Medium
14,89,56,C,159,53.0,89,14,75,37.589892258425,1,0,Low,High,Medium
13,92,70,C,175,58.333333333333336,92,13,79,40.771722226726375,1,1,Low,High,Medium
70,69,23,C,162,54.0,70,23,47,26.851443164195103,1,0,Medium,Medium,Low
17,26,63,D,106,35.333333333333336,63,17,46,24.37895267096873,1,0,Low,Low,Medium
84,76,96,A,256,85.33333333333333,96,76,20,10.066445913694334,1,1,High,High,High
45,96,89,B+,230,76.66666666666667,96,45,51,27.646579052991953,1,1,Medium,High,High
25,58,33,D,116,38.666666666666664,58,25,33,17.214335111567145,1,0,Low,Medium,Low
96,91,92,A+,279,93.0,96,91,5,2.6457513110645907,1,1,High,High,High
79,60,90,B+,229,76.33333333333333,90,60,30,15.17673658377628,1,1,High,Medium,High
57,72,40,C,169,56.333333333333336,72,40,32,16.010413278030438,1,1,Medium,High,Low
25,20,21,F,66,22.0,25,20,5,2.6457513110645907,0,0,Low,Low,Low
89,41,64,B,194,64.66666666666667,89,41,48,24.006943440041116,1,1,High,Medium,Medium
84,81,89,A,254,84.66666666666667,89,81,8,4.041451884327381,1,1,High,High,High
59,34,21,D,114,38.0,59,21,38,19.313207915827967,1,0,Medium,Low,Low
35,94,44,C,173,57.666666666666664,94,35,59,31.785741037976972,1,1,Low,High,Medium
73,23,72,C,168,56.0,73,23,50,28.583211855912904,1,1,High,Low,High
87,55,100,B+,242,80.66666666666667,100,55,45,23.15887159024233,1,1,High,Medium,High
72,50,40,C,162,54.0,72,40,32,16.3707055437449,1,0,High,Medium,Low
59,24,79,C,162,54.0,79,24,55,27.83882181415011,1,0,Medium,Low,High
33,15,65,D,113,37.666666666666664,65,15,50,25.32455988429677,1,0,Low,Low,Medium
85,35,14,D,134,44.666666666666664,85,14,71,36.473734842120756,1,0,High,Low,Low
41,37,32,D,110,36.666666666666664,41,32,9,4.509249752822894,1,0,Medium,Low,Low
62,32,63,C,157,52.333333333333336,63,32,31,17.61628034896508,1,0,Medium,Low,Medium
28,93,78,B,199,66.33333333333333,93,28,65,34.03429642777023,1,1,Low,High,High
20,36,41,F,97,32.333333333333336,41,20,21,10.96965511460289,0,0,Low,Low,Medium
11,40,33,F,84,28.0,40,11,29,15.132745950421556,0,0,Low,Low,Low
27,25,51,D,103,34.333333333333336,51,25,26,14.46835627614047,1,0,Low,Low,Medium
59,90,68,B+,217,72.33333333333333,90,59,31,15.947831618540913,1,1,Medium,High,Medium
59,60,19,D,138,46.0,60,19,41,23.388031127053,1,0,Medium,Medium,Low
88,72,96,A,256,85.33333333333333,96,72,24,12.220201853215574,1,1,High,High,High
37,52,81,C,170,56.666666666666664,81,37,44,22.368132093076824,1,1,Low,Medium,High
77,44,94,B+,215,71.66666666666667,94,44,50,25.423086620891123,1,1,High,Medium,High
14,62,78,C,154,51.333333333333336,78,14,64,33.30665599145813,1,0,Low,Medium,High
88,58,83,B+,229,76.33333333333333,88,58,30,16.072751268321593,1,1,High,Medium,High
65,13,41,D,119,39.666666666666664,65,13,52,26.025628394590846,1,0,Medium,Low,Medium
83,52,17,D,152,50.666666666666664,83,17,66,33.020195840323744,1,0,High,Medium,Low
91,16,66,C,173,57.666666666666664,91,16,75,38.18813079129867,1,1,High,Low,Medium
13,15,66,F,94,31.333333333333332,66,13,53,30.03886371574886,0,0,Low,Low,Medium
89,45,25,C,159,53.0,89,25,64,32.7414110874898,1,0,High,Medium,Low
81,29,44,C,154,51.333333333333336,81,29,52,26.764404221527766,1,0,High,Low,Medium
83,11,82,C,176,58.666666666666664,83,11,72,41.28357219685977,1,1,High,Low,High
27,74,58,C,159,53.0,74,27,47,23.895606290697042,1,0,Low,High,Medium
40,12,38,F,90,30.0,40,12,28,15.620499351813308,0,0,Low,Low,Low
86,92,25,B,203,67.66666666666667,92,25,67,37.072002014098636,1,1,High,High,Low
37,57,47,D,141,47.0,57,37,20,10.0,1,0,Low,Medium,Medium
32,73,57,C,162,54.0,73,32,41,20.663978319771825,1,0,Low,High,Medium
56,97,46,B,199,66.33333333333333,97,46,51,27.02468007827906,1,1,Medium,High,Medium
76,33,88,B,197,65.66666666666667,88,33,55,28.919428302325294,1,1,High,Low,High
71,68,59,B,198,66.0,71,59,12,6.244997998398398,1,1,High,Medium,Medium
15,16,18,F,49,16.333333333333332,18,15,3,1.5275252316519465,0,0,Low,Low,Low
40,75,19,D,134,44.666666666666664,75,19,56,28.29016319029166,1,0,Low,High,Low
35,76,53,C,164,54.666666666666664,76,35,41,20.55075018906447,1,0,Low,High,Medium
